name,inn
"ООО ""АЙТИ УТ""",5047262240
"ООО ""ГЕМ-СОФТ""",5047265234
"ООО ""АЙТИ ДЖИТ""",5047266887
"ООО ""АВОШОП""",5047268933
"ООО ""АЙТИБУКИНГ""",5047272672
"АО ""ОРНИ.ТЕХ""",5047286932
"ООО ""АЛГОРИТМ""",5050058830
"ООО ""ГРУППА КОМПАНИЙ 1 ВИП""",5050118254
"ООО ""1КОММЕРЦИЯ""",5050156612
"АО ""ИСА""",5054012107
"АО ""МЦС ИНЖ""",5054088138
"ООО ""ДИСКАР ИТ""",5074070354
"ООО ""ВЦ ЭКСПЕРТ""",5074074790
"ООО ""КОЛАБИЗНЕСКОНСАЛТИНГ""",5105007845
"ООО ""Ё ТИМ""",5107918025
"ООО ""ГОЛЬФСТРИМ""",5190077960
"ООО ""РМК""",5190087581
"ООО ""М-ЦЕНТР""",5190110618
"ООО ""КОНСУЛЬТАНТ ИТС""",5190140725
"ООО ""ИТФ МОБИЛ""",5190151879
"ООО ""ТЕХНОЛОГИЯ СЕРВИС""",5190156235
"ООО ""ЦЕНТР КОНСАЛТИНГОВЫХ ПРОЕКТОВ""",5190199655
"ООО ""ИННОВАТ""",5190903102
"ООО ""АЙТИС""",5227005588
"ООО ""БИВЕНЬ""",5231006697
"ООО ""БРТ""",5246058137
"ООО ""КУБИТ""",5248046306
"ООО ""ИРБИУС""",5249087591
"ООО ""ИНТЕЛЛЕКТ""",5250077679
"ООО ""ДИРЭЙ""",5252043442
"ООО ""ГЕНЕЗИС""",5256172150
"ООО ""ИТЕКО ТЕХНОЛОДЖИ""",5256200625
"ООО ""АНАЛИЗ САЙТА""",5256210197
"ООО ""ЛОДЖИК ЛАБ""",5256211715
"ООО  ""МЕДИА НАВИГАТОР""",5257045482
"ООО ""МЕРА НН""",5257053317
"ООО ""ИНТЕРНЕТ-АГЕНТСТВО Р52.РУ""",5257140425
"ООО ""ЕЦТО""",5257141500
"ООО ""ЛУАТЕК""",5257194861
"ООО ""ИНФОРМАЦИОННАЯ МЕХАНИКА""",5257201999
"ООО ""ГАУДИ ТИМ""",5257207341
"ООО ""ИНСТРУМЕНТ ДИДЖИТАЛ""",5257209356
"АНО ДПО ""УЧЕБНЫЙ ЦЕНТР ЛАБОРАТОРИИ НС ЛАБС""",5258090008
"ООО ""ДЕКСА""",5258125476
"ООО ""ЛАБОРАТОРИЯ КОМПЬЮТЕРНОГО ЗРЕНИЯ""",5258150017
"ООО ""АЙТИ РЕКС""",5258156587
"АО ""Р7""",5259019343
"ООО ""БИНГО-СОФТ""",5259097373
"ООО ""АЙТИ ПАРТНЕР""",5259149688
"ООО ""АЛГОРИТМ""",5259154102
"ООО ""КОНСУЛ-ИНКОМ""",5260038566
"ООО ""ГРАФИТ""",5260078777
"ООО ""1С-РАРУС-НН""",5260082170
"ООО ""КОМПЛЕКТСОФТ""",5260117987
"ООО ""ИНКРЕДИБЛ МОБАЙЛ ЭНТЕРТАЙМЕНТ""",5260150529
"АО ""АНАЛИТИЧЕСКИЙ ЦЕНТР""",5260270696
"ООО ""МЕДИА СТРАЙК""",5260271675
"ООО ""ВИВА""",5260287393
"ООО  ""ЛАД АЙ ТИ""",5260289256
"ООО  ""ГРУППА ЛАД""",5260289263
"ООО ""АПРЕЛЬ ИТ ПРОЕКТ""",5260298370
"ООО ""ЛАД-ЭЙР""",5260320971
"ООО ""ИНТЕЛЛЕКТУАЛЬНЫЕ СЕТИ""",5260337527
"ООО ""АПИ""",5260362428
"ООО ""ГЛОБУС-ИТ""",5260365605
"ООО  ""КЬЮЛИДЖЕНТ.РУ""",5260375628
"ООО ""АЙТИ РЕШЕНИЯ""",5260403593
"ООО  ""ВЕБШАРКС""",5260403850
"ООО ""КОНСУЛЬТАНТ СЕРВИС""",5260431030
"ООО ""КОНСУЛЬТАНТ СКИФ НИЖНИЙ НОВГОРОД""",5260431512
"ООО ""КОНСТАНТА ИТ""",5260435669
"ООО ""ИТ-КОНСАЛТИНГ""",5260437120
"ООО ""ЛАД-СМАРТ""",5260442352
"ООО ""ГАРДА ТЕХНОЛОГИИ""",5260443081
"ООО ""БИЗНЕС ФОРМУЛА""",5260459074
"ООО ""КАДЭКС-СОФТ""",5260462648
ООО АРТ СОФТ,5260466064
"ООО ""ИНТЕЛЛИДЖИЧЕЙН""",5260466554
"ООО ""ИНКОМФИНТЕХ""",5260467886
"ООО ""ЛАД-ИНТЕГРАТОР""",5260470293
"ООО ""ЛИМАВИ""",5260473209
"ООО ""КОМПЛЕКСНЫЕ АНАЛИТИЧЕСКИЕ СИСТЕМЫ""",5260474516
"ООО ""АЛГОРИТМИК ДАТА""",5260474890
"ООО ""АБ ТЕХ""",5260477404
"ООО ""КУСКЕЙП""",5260479553
"ООО ""1221СИСТЕМС""",5260481506
"ООО ""АРИОН СОФТ""",5260483711
"ООО ""АРЕНАМАСТЕР""",5260488068
"ООО ""ИКСИЯ""",5260488967
"ООО ""828 СИСТЕМ""",5260491504
"ООО ""ВЕТА АЙТИ""",5260491783
"ООО ""АНАЛИТИКА И РАЗРАБОТКА""",5260491896
"ООО ""ДСК""",5261071118
"ООО ""КАДЭКС""",5261093390
"ООО ""ИНФОРИС""",5261120012
"ООО ""АВС АВТОМАТИЗАЦИЯ""",5261126127
"ООО ""АПРЕЛЬ СОФТ""",5262065614
"ООО ""АПИ+""",5262083229
"АО ""ТРАНССЕТЬ""",5262084279
"ООО ""АДЕПТ""",5262133261
"ООО ""БРАВО СОФТ""",5262147360
"ООО ""БРАВО ЭКСПЕРТ""",5262228153
"ООО  ""КОНСТАНТА-НН""",5262230762
"ООО ""ВИДЕОТЕХЛАБ""",5262237574
"ООО ""ИНТЕРНЕТ ПРОЕКТ""",5262249428
"ООО ""1С-ПОВОЛЖЬЕ""",5262267138
"ООО ""ИТ-КОМПАНИЯ""",5262296724
"ООО ""ИНЖИНИРИНГОВЫЙ ЦЕНТР УНИВЕРСИТЕТА ЛОБАЧЕВСКОГО""",5262349912
"ООО ""ВАТСОН""",5262349990
"ООО ""БУХГАЛТЕРСКОЕ ДЕЛО""",5262350361
"ООО ""ИКСПИРИЕНС АИ""",5262352714
"ООО "" МЕРИТЕРРА""",5262353059
"ООО ""КЕРРИЕРХ""",5262360088
"ООО ""ВОЛГА-ВОЛГА""",5262365311
"ООО ""ГРАФИТ""",5262382162
"ООО ""АВМ ТЕХНОЛОГИИ""",5262388421
"ООО ""ИНТОГРУП""",5262394440
"ООО ""БСПСОФТ""",5262395429
"""ГРУППА РЕГИОН"" ООО",5263040891
"ООО "" ИТИС:ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ """,5263053731
"ООО ""ИНВЕКА""",5263080816
"ООО ""АФФ.РУ""",5263143760
"ООО ""БАИ ДЖЕМ""",5263150541
"ООО ""АЙТИОФИС""",5300001050
"ООО ""ДИДЖИТАЙЗЕР""",5300004090
"ООО ""ЛАБА""",5300006027
"ООО ""ЗЕТАКС""",5300006066
"ООО ""ЦИФРОВОЙ КОНТУР""",5300007207
"ООО ""НОВОБАЙТ 2.0""",5300008585
"ООО ""АЛЬПАКОМ""",5300011281
"ООО ""СИЭН-СОФТВАРЕ""",5321103920
"ООО ""НОВЕК - СЕРВИС""",5321106760
"ООО ""ДЖИНУС ТЕХНОЛОДЖИС""",5321132343
"ООО ""СТУДИЯ ДАВЫДОВА""",5321137976
"ООО ""ИНФОТЭК""",5321143521
"ООО ""РЕШЕНИЯ ДЛЯ БИЗНЕСА""",5321148368
"ООО ""КОНТРОЛ-СОФТ""",5321161520
"ООО ""РЦИТ""",5321165701
"ООО ""АМАРКОН""",5401237133
"ООО ""2ГИС-БАЙКАЛ""",5401992859
"ООО ""АВТОСКАН-СЕРВИС""",5402016465
"ООО ""АСКАН""",5402016514
"ООО ""ВЦ ""КОМПЬЮТЕРЫ И СЕТИ""",5402022589
"ООО ""ВЕСТА""",5402075076
"ООО ""БЭКАП ИТ""",5402129412
"ООО ""АУДИТ КАЧЕСТВА""",5403006050
"ООО ""БАГ КЭТЧЕР""",5403044169
"ООО ""ГЕОКАД ПЛЮС""",5403136123
"ООО ""ЕСА""",5404052028
"ООО ""БЮДЖЕТНЫЙ УЧЕТ""",5404207017
"АО ""ЭКСПЕРО""",5404265273
"ООО ""АРСЕНАЛ""",5404310254
"ООО ""АРЛ-ШИППИНГ.КОМ СИБИРЬ""",5404319232
"ООО ""И20""",5404459582
"ООО ""ДЕЖАВЮ""",5405032793
"ООО ""ДС""",5405043259
"ООО ""ВИЛЛОУ""",5405060053
"ООО ""БЭСТ БАИНГ-Н""",5405229359
"ООО ""ДУБЛЬГИС""",5405276278
"ООО ""БРАЙАН РИТЕЙЛ СЕРВИС""",5405450864
"ООО ""АЙТИЭНЕРГО""",5405977234
"ООО ""АБАРУС""",5405993821
"ООО ""АТЛ ТЕХНОЛОГИИ""",5405997030
"АНП ""ОРС""",5406512633
"ООО ""ВИЛАЙНТВ""",5406597997
"ООО ""ВЕБСТОР""",5406614427
"ООО ""БАЗИС ГЕНОМИК""",5406624320
"ООО ""ДЕСКАЛЕРТС""",5406695088
"ООО ""БСТ""",5406721299
"ООО ""ДФТ""",5406739585
"ООО ""АПСГЕЙЗЕР""",5406748734
"ООО ""ГАЛЕРО-РМ""",5406799070
"АО ""ПРОСТЫЕ РЕШЕНИЯ ДЛЯ БИЗНЕСА""",5406799626
"ООО ""АЙТИСТАНДАРТ""",5406801716
"ООО ""АЙТИПРОФИ""",5406807965
"АО ""АВТОМАТИЗАЦИЯ БИЗНЕСА""",5406807972
"ООО ""БЛЭКЛАЙТ-ИТ""",5406810380
"ООО ""АЕКС СОФТ""",5406811016
"ООО ""АЙТИК""",5406814553
"ООО ""ДИДЖИТЕКС""",5406820652
"ООО ""ДИНАМИЧЕСКИЕ МОДЕЛИ""",5406822339
"ООО ""АЙТИСФ""",5406823501
"ООО ""БАНДИТТО.ТЕХ""",5406835440
"ООО ""АЙТИПРО-СТАФФ""",5406840190
"ООО ""ВИДЕОСОФТ""",5406841028
"ООО ""АЙСРОК ЛАБ""",5406843466
"ООО ""ГИГАБАЙТ""",5406988775
"АО ""СОВРЕМЕННЫЕ СИСТЕМЫ""",5407013919
"ООО ""АЙКОН""",5407015810
"АО ""ЦФТ""",5407125059
"АО ""ЭЛДИС-СОФТ""",5407163618
"ООО ""АРКА ТЕКНОЛОДЖИЗ""",5407198829
"ЗАО ЛИТ ""ЭЛДИС""",5407204582
"ООО ""ГЛОБАЛ СОФТ""",5407207777
"ООО ""АЛЬТАИР ДИДЖИТАЛ""",5407249287
"ООО ""БКС - ТЕХНОЛОГИИ""",5407478199
"ООО ""АЛРОСА ИТ""",5407976532
"АО ""КОРПОРАТИВНЫЕ ИТ-ПРОЕКТЫ""",5407976959
"ООО ""ДОМОПЛАНЕР""",5407980610
"ООО ""ЗИРО ВАН ЛАБ""",5407982254
"ООО ""ЗАДАЧИ И РЕШЕНИЯ""",5408010950
"ООО ""ДЕСЕНЧЕРИ""",5408021052
"ООО ""АРХИВАРИУС""",5408024261
"АО ""ЦЕНТР АВТОМАТИЗАЦИИ ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ""",5408025177
"ООО ""АЛЕКТА-СОФТ""",5408026156
"ООО ГМК ""ЦИФРА""",5408026445
"АО ""ЭКСИС ДАЙНЭМИКС""",5408027174
"АО ""МУВАПП""",5408028121
"АО ""ЭППЛАЙСОФТ""",5408028160
"ООО ""АВТОМОТИВ ТЕХНОЛОДЖИ""",5408028467
"ООО ""ДАТА ИСТ""",5408175133
"ООО ""АЙНЕКСИКА""",5408184762
"ООО ""ГРУППА САЙБЕРС""",5408257876
"АО ""ТРЕНД""",5408261424
"ООО ""АЛАВАР.РУ""",5408262347
"ООО ""ГРУППА РАЗВИТИЯ""",5408271278
"ООО ""БФТ""",5408281692
"ООО ""ДИДЖИТАЛ КЛАУДС""",5408285792
"ООО ""ДГ-СОФТ""",5408287824
"ООО ""АРИЯСОФТ""",5408294821
"ООО ""ДЖИДИЭС""",5408295423
"ООО ""ЕСМ ГРУПП ПРО""",5408295649
"ООО ""АТОМ БЕЗОПАСНОСТЬ""",5408298569
"ООО ""ДИНАМИКА""",5408307693
"ООО ""АРИИ""",5408309370
"ООО АЙ ТИ ЛАБОРАТОРИЯ ""ТРИ СЛОНА""",5410025689
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСТЕЛ-БЕЗОПАСНОСТЬ""",5410779213
"ООО ""АРГУМЕНТ БУХГАЛТЕРА""",5432003400
"ООО ""ДЕКСТРА ГРУПП""",5473001779
"ООО ""23 ПРОГРАММИСТА""",5473003039
"ООО ""ДИДЖИТАЛ РЕСЕРЧ""",5473003141
"ООО ""ВЬЮПОИНТ""",5473005540
"ООО ""АГРОСПЕКТР""",5473006618
"ООО ""АЛЬТАТЕХ""",5473009288
"ООО ""ДАТАСОФТ""",5473009672
"ООО ""ДИНАМИКА-ТЕХНОЛОГИИ""",5473009707
"ООО ""ДЖЕТКОД""",5473013943
"ООО ""ВАЙС ВЕРСА""",5473015789
"ООО ""ПРОФФИТ""",5501225565
"ООО ""АЙТЕК""",5501226382
"ООО ""АПЕЛЛА""",5501228870
"ООО ""ЗДРАВСТВУЙ МИР! ТЕХНОЛОГИИ""",5501232555
"ООО ""СЕВЕН БИТС""",5501246942
"ООО ""АВЕЛИКС""",5501259839
"ООО ""КОМПЛЕКСНЫЕ СИСТЕМЫ АВТОМАТИЗАЦИИ""",5501262398
"ООО ""АЛЬФА-СЕРВИС""",5502045893
"ООО ""ИСС  АРТ""",5503087920
"ООО ""ИТБ РУС""",5503155120
"ООО ""ДЖЕМС ВОСТОК""",5503185893
"ООО ""КРОНА""",5503187467
"ООО ""ЛИНТЭК""",5503195940
"ООО ""ЭЙДИСИАЙ""",5503204458
"ООО ""ПРОМОБИТ""",5503211889
"ООО ""ЛАЙВ ТАЙПИНГ""",5503226846
"ООО ""ЛАЙММАРТ""",5503233917
"ООО ""КРАСАВЧИК""",5503245503
"ООО ""МАКСИМУМ""",5503259866
"ООО ""АРТВОСТОК""",5503265203
"ООО ""ДЖОБСКИ""",5503268412
"ООО ""АБ СОФТ""",5503273444
"ООО ""РТКОМ""",5504074219
"ООО ""САТОРИ ПАРТНЁР""",5504087176
"ООО ""ПАРУС ПРО""",5504100677
"ООО ""СОФТ ПЛЮС""",5504121540
"ООО ""ОМСОФТ-КОНСАЛТИНГ""",5504123794
"ООО ""АЙДЕС ИНЖИНИРИНГ""",5504145702
"ООО ""ФТО ЦР""",5504149351
"ООО ""КРОНМЕДИА""",5504154094
"ООО ""АДДАМАНТ""",5504155556
"ООО ""СКАЙСКОР""",5504158130
"ООО ""ЮНИКОМ""",5504161623
"ООО ""СОФТЭНК""",5504163885
"ООО ""РОНАС ИТ""",5504164656
"ООО ""ТЕХЭКСПЕРТ-РЕГИОНЫ""",5504246549
"ООО ""А2 ДИЗАЙН""",5504249483
"ООО ""ПРОЕКТЫ И ПОДДЕРЖКА""",5505038326
"ООО ""ВГ""",5505053613
"ООО ""СКВАД РЭДИ АЙТИ""",5505062008
"ООО ""ДИДЖИТОРИКА""",5505200064
"ООО ""ТЕМАСК-ИНФОРМ""",5506034684
"ООО ""АИСТ-АКТИВ""",5506139711
"ООО ""ИТ БИЗНЕС""",5506187793
"ООО ""ИТП ""ГРАД""",5507066713
"ООО ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ БИЗНЕСА""",5507083860
"ООО ""ПРОФИТ-ЛАБ""",5507088386
"ООО ""ЭВРИКА""",5507203649
"ООО ""АСПЕКТ""",5507204314
"ООО ""ИТБ-МОСКВА""",5507211858
"ООО ""КЕЙСИСТЕМС-СИБИРЬ""",5507212989
"ООО ""МЕРИДИАН""",5507215193
"ООО ""ТЕХНОЛОГИЯ И СЕРВИС""",5507240880
"ООО ""ИНТЕГРАЦИЯ""",5528035378
"ООО ""КЭТРИОН""",5603030396
"ООО ""АКТИВСОФТ""",5609041250
"ООО ""МЕГАСОФТ""",5609075499
"ООО ""СЕТЕВЫЕ РЕШЕНИЯ""",5609088106
"ООО ""АЙТИ-ПРОФИ""",5609088995
"ООО ""ДЖИ ЭМ ТРЕЙД""",5609089526
"ООО ""ЛИНК-СЕРВИС""",5609182363
"ООО ""БИЗНЕС РЕШЕНИЯ""",5609186826
"ООО ""АВАЛАБ""",5609189961
"ООО ""КУФОРМ""",5609196302
"ООО ""ИКТ""",5609197585
"ООО ""КРИПТОН""",5609200510
"ООО ""ВБ ТРЕЙД""",5609201552
"ООО ""СЕКРЕТОРИЯ НЕЙРОСЕТЬ""",5609204088
"ООО ""АСУ ПРО""",5610083053
"ООО ""ИКС-ПЛАТ""",5610085082
"ООО ""БИЗНЕС РЕШЕНИЯ""",5610088654
"ООО ""ГЛОБАЛ МОНИТОРИНГ""",5610133699
"ООО ""ЭФИС-СЕРВИС""",5610148303
"ООО ""ВОТУМ ЦЕНТР""",5610212189
"ООО ""ДЖИ ЭМ АНАЛИТИКС""",5610241616
"ООО ""ДЕЛОВАЯ ОПОРА""",5610244470
"ООО ""РЕБИС""",5611053100
"ООО ""ИНФОРМПРАВО ПЛЮС""",5612022627
"ООО ""ИНФОПЛЮС""",5612047364
"ООО ""РОДНЫЕ ПРОГРАММИСТЫ""",5612087423
"ООО ""ФОТОН""",5612176497
"ООО ""ПОРТАЛ КОНСАЛТ""",5614078417
"ООО ""ВЕБКАТ""",5614087228
"ООО ""ПОРТРЕТ""",5614087443
"ООО ""ОКТОКОД""",5638080239
"ООО ""БРЭЙНД""",5700000291
"ООО ""КИТ""",5700000855
"ООО ""КОДКИНГ""",5700001016
"ООО ""ИС ""УМНЫЕ КАДРЫ""",5700001721
"ООО ""ДИТИМС""",5700002122
"ООО ""ЭКСЕЛЬСУС""",5700004218
"ООО ""ВЕСТЭЙДЖ""",5703016910
"ООО ""БИНОМ""",5751021476
"ООО ""ЕНДС - ОРЕЛ""",5751029122
"ЗАО ""ЕДИНАЯ НАЦИОНАЛЬНАЯ ДИСПЕТЧЕРСКАЯ СИСТЕМА""",5751032157
"ЗАО ГК ""НАВИГАТОР""",5751034588
"ООО ""МЭТС""",5751039346
"ООО ""НАРОДНОЕ ТВ""",5751056310
"ООО ""ИНВЕНТОС""",5751057169
"ООО ""РЕДСПЕЛЛ""",5751057225
"ООО ""СЕНЛА""",5751061648
"ООО ""К-СОФТ""",5751066082
"ООО ""КРЕДИТАЛ +""",5752010011
"ООО ""ТЕХИНФОРМ""",5752034975
"ООО ""СТОРК-ГРУПП""",5752201270
"ООО ""АЙПИ-КОМ""",5753037827
"ООО ""РУБЕТЕК РУС""",5753051934
"ООО ""НТЦ ""РАЗРАБОТКА СЛОЖНЫХ СИСТЕМ""",5753064588
"ООО ""РУБЕТЕК ПРОДУКТ""",5753065197
"ООО ""РЕГ.ПЛЕЙС""",5753066088
"ООО ""ИТ ГАРАНТ""",5753067606
"ООО ""ИНДУСТРИЯ ДЕЛОВОГО ПО""",5753068180
"ООО ""ГАРАНТ-СЕРВИС""",5753070373
"ООО ""ИТ ПРАКТИКА""",5753072518
"ООО ""ОНЛАЙН""",5753074956
"ООО ""СКАЛА ГРУПП""",5753075251
"ООО ""ХЕЛИКС ДИДЖИТАЛ""",5753076343
"ООО ""СЕРП И МОЛОТ""",5753076720
"ООО ""НИГМА""",5800002486
"ООО ""ИНПРОДЖЕКТ""",5800004028
"ООО ""1С-РАРУС ПЕНЗА""",5800006152
"ООО ""ВОЛКРАФТ""",5814003433
"ООО ""СОФТИНВЕНТ""",5829000121
"ООО ""ЭКВИРОН-СЕРВИС""",5829006243
"ООО ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ В БИЗНЕСЕ""",5829043397
"ООО ""КОНСУЛЬТАНТ ПЕНЗА""",5829731298
"ООО  ""БИЗНЕС АРХИТЕКТОР""",5834047767
"ООО ""ОЛЛ ИН БОКС""",5834112529
"ООО ""АРХИМЕД ПЛЮС""",5834113184
"ООО ""ЛИД-НИК""",5834121851
"ООО ""ЦИФРАЛЕКТ""",5834129681
"ООО НПП  ""АЛГОРИТМ-СЕРВИС""",5835034263
"ООО ""ИНФО-СЕРВИС""",5835059268
"ООО ""ЭКВИРОН""",5835072290
"ООО ""АРКАДИЯ.РУ""",5835074996
"ООО ""ОТКРЫТЫЕ РЕШЕНИЯ""",5835081619
"ООО ""КОМХЭЛФ""",5835086617
"ООО ""ДЖЕТЛИН""",5835090155
"ООО ""КОМСИСТЕМС""",5835095442
"ООО ""СИЭСПИ""",5835101463
ООО ИНГРУППА,5835101706
"ООО ""КОНТРОСОФТ""",5835108405
"АО ""ТРЭИ""",5835112634
"ООО КБ ""ПУЛЬСАР-ТЕЛЕКОМ""",5835124654
"ООО ""АЙТИ СОФТ""",5835127415
"ООО ""ЭНЕКС""",5835131764
"ООО ""ИНТЕГРА ТИМ""",5835134660
"ООО ""КСЕНУС ДЕВЕЛОПМЕНТ""",5835135007
"ООО ""МАДЕЛА""",5835137928
"ООО ""МАЙНА ГРУПП""",5835139900
"ООО ""АГЕНТСТВО ДЕЛОВОЙ ИНФОРМАЦИИ""",5836305477
"ООО НТП ""КРИПТОСОФТ""",5836608707
"ООО ""ЭЛСОФТ""",5836621610
"ООО ""ТОРТУГА""",5836638660
"ООО ""СИГМА""",5836647223
"ООО ""ГИТ""",5836650392
"ООО ""ФАНКОРП ИНЖИНИРИНГ""",5836677108
"ООО ""ТИТАН""",5836679828
"ООО ""МИТКОМ""",5836681697
"ООО ""ТЕХНОКРАТ""",5836681721
"ООО ""ЭНВИБОКС""",5836683285
"ООО ""НАШИ ИГРЫ""",5836684698
"ООО ""БЕЗОПАСНЫЕ ПРОГРАММНЫЕ РЕШЕНИЯ""",5836687096
"ООО ""АРБИНА""",5836690035
"ООО ""ИТЕРАТО""",5836695996
"ООО ""НЕЙРОИНТЕЛЛЕКТ""",5836896981
"ООО ""РЕГМИ СОФТ""",5836898474
"ООО ""ДЗЕНКОД""",5836899020
"ООО НПФ ""КРУГ""",5837003278
"ООО ""НПФ ""КРИСТАЛЛ""",5837005243
"ООО""ПЕНЗА-ОНЛАЙН""",5837025137
"ООО ""КОДИНСАЙД""",5837040135
"ООО ""НАДЕЖНЫЕ СИСТЕМЫ""",5837046909
"ООО ""ОБЛАЧНЫЕ РЕШЕНИЯ""",5837055580
"ООО ""АТМИС ГРУПП""",5837068660
"ООО ""СМАРТА""",5837077939
"ООО ""СМАРТ БИЗНЕС АВТОМАТИЗАЦИЯ""",5837078210
"ООО ""СИБ""",5837078925
"ООО ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ""",5837080402
"ООО ""ВЕБ РАЗРАБОТКА""",5837082008
"ООО ""МАКСОФТ РЕШЕНИЯ""",5837083160
"ООО ""ВАТАГА""",5837083403
"ООО ""БИТ-СТРИМ""",5837084541
"ООО ""ДОВЕРЕННЫЕ РЕШЕНИЯ""",5838014089
"ООО ""БОГГ.АРТ""",5838014709
"ООО ""ОВЕР КОД""",5838014956
"ООО ""МАКСОФТ ОПТИМА""",5838045810
"ООО ""ВИДЖЕТ""",5902016512
"ООО ""ПИТ""",5902037255
"ООО ""МУЛЬТИЛАБ""",5902037583
"ООО ""ДИДЖИТАЛ ЛАБ""",5902038202
"ООО ""НСК""",5902038354
"ООО ""ЛИМОН""",5902040681
"ООО ""РЕФРЭШ""",5902043717
"ООО ""ДИДЖИТАЛ СПЕКТР""",5902045270
"ООО ""ПРОМЫШЛЕННАЯ КИБЕРНЕТИКА""",5902045584
"ООО ""МОБИРИК""",5902047849
"ООО ""ВИЗИОНЕРО""",5902056314
"ООО ""ГУД БИ АЙ""",5902056770
"ООО ""ЙОРД ТЕХ""",5902062798
"ООО ""ГИЛБЕРТ ТИМ""",5902062950
"ООО ""КИДС АППС""",5902064900
"ООО ""ИВЭ ЛАБС""",5902065580
"ООО ""ВАШ УЧЕТ""",5902066746
"ООО ""ИНФОРМ-КОНСАЛТИНГ""",5902136270
"ООО ""ПАРМА - ТЕЛЕКОМ""",5902191377
"ООО ""ПРОФИТ""",5902243226
"ООО ""РЕНОЛА""",5902842117
"ООО ""НАПА ЛАБС""",5902886033
"ООО ""ПРОЕКТНЫЕ РЕШЕНИЯ""",5903057769
"ООО ""БИЛЛИНГОВЫЕ СИСТЕМЫ""",5903072855
"ООО ""ИНФОРМРЕШЕНИЯ""",5903082250
"ООО ""ПОРТАЛ""",5903093238
"ООО ""РАЗУМНЫЙ ОБОРОТ""",5903095644
"ООО ""ПРОМОБОТ""",5903113639
"ООО ""КАМА ТЕХНОЛОГИИ""",5903125017
"ООО ""РИО СОФТ""",5903126162
"ООО ""ПЛАТФОМНИ""",5903131846
"ООО ""ВИВАЛО""",5903136467
"ООО ""РЕАКШЕН ГЕЙМЗ""",5903145800
ООО НИИ ВД,5903147236
"ООО ""МЕРИДИАН САППОРТ""",5903151264
"ООО ""НЕОСОФТ""",5903153039
"ООО ""КОДА""",5903154963
"ООО ""РТК-ИГС""",5903157315
"ООО  ""МЕРИДИАН ИНЖИНИРИНГ""",5903157410
"ООО ""ПЕРМЬ ИТЕХ""",5903160734
"ООО ""АЙТИ РЕСУРС""",5903956396
"ООО ""ИТ-БИЗНЕС""",5904002314
"ООО ИМЦ ""ИНФОТЭК""",5904038649
"ООО ""КОМЭКО""",5904051826
"ООО ""ДИНАМИКС РЕСУРСЫ""",5904178974
"ООО ""МОДЕРН""",5904192030
"ООО ""ПЕРСИС""",5904192496
"ООО ""ПРОИНФОСЕРВИС""",5904206332
"ООО ""ОКСТРОН ТЕХНОЛОГИИ""",5904241810
"ООО ""ИСЦ""",5904252459
"ООО ""КОРПОРАТИВНЫЕ РЕШЕНИЯ""",5904256750
"ООО ""ИТМС""",5904264782
"ООО ""ЛПМОТОР""",5904276280
"ООО ""НОВАЯ ПЛАТФОРМА""",5904278062
"ООО ""ОКСТРОН СОПРОВОЖДЕНИЕ И РАЗРАБОТКА""",5904313888
"ООО ""БД-СПОРТ""",5904347157
"ООО ""НГИ""",5904352492
"ООО ""ДФС""",5904370646
"ООО ""ВИННЫЕ АНАЛИТИЧЕСКИЕ СИСТЕМЫ""",5904379832
"ООО ""ВАЙТ РЭБИТ""",5904397856
"ООО ""КЛАУДМАЙН""",5904398793
"ООО ""АСПЕКТ""",5904400280
"ООО ""МЕЗЕКС. ИНФОРМАЦИОННЫЕ СИСТЕМЫ""",5904401319
"ООО ""ЛЕТАРИ""",5904405440
"ООО ""ЛОЕР ИНЖИНИРИНГ""",5904406204
"АО ""ТАКТ""",5905013774
"ООО ""БИФ""",5905040023
"ООО ""МАКРОСКОП ТРЕЙД""",5905044740
"АО ""ТРИВИУМ""",5905059828
"ООО ""БРАЙТ СОФТ""",5905059850
"ООО ""КОДПРО""",5905061217
"ООО ""ОЛВЕРИ""",5905064627
"ООО ""НЕЙРОБРИЗ""",5905067297
"ООО ""БИТ""",5905251112
"ООО ""ИПЭБИ""",5906061516
"ООО ""АЛЬТЕРНАТИВА ГЕЙМ""",5906071031
"ООО ""КОМПАНИЯ КОДЕКС""",5906071049
"ООО ""ГАЛАГО ДИЗАЙН""",5906088451
"ООО ""КАРРОТ КВЕСТ""",5906128591
"ООО ""ОКСТРОН КОРПОРАТИВНЫЕ РЕШЕНИЯ""",5906138857
"ООО ""АЙТИ-М""",5906140380
"ООО ""ИТ-СВОРМ""",5906149753
"ООО ""РОКСРОБОТИКС""",5906152971
"ООО ""РТ МИС""",5906159906
"ООО ""ГЕЛИКОН КОНСАЛТИНГ""",5906168509
"ООО ""ОНЛАЙН РЕШЕНИЯ Б2Б""",5906170515
"ООО ""ГРИНДАТА""",5906855741
